,sumber,Judul,bidang,kategori
605,mau belajar apa,Belajar Membuat Kroket Ayam Keju yang Mudah dan Siap untuk Dijual Dengan Chef Yongki,baking-bikin-kue,pengembangan-diri
606,mau belajar apa,Learn How To Apply Ecoprint On Tote Bag,screen-printing,art
607,mau belajar apa,Learn How To Apply Shibori on T-Shirt,screen-printing,art
608,mau belajar apa,Learn How To Develop Your Brand Communication,entrepreneurs,business
609,mau belajar apa,(2 Sessions) (2 Days Webinar Masterclass) Increase Your Brand Presence & Sales With Instagram Marketing,entrepreneurs,business
610,mau belajar apa,(4 Sessions) Mastering Digital & Social Media Marketing for Managers & Business Owners (With Jourdan Kamal),entrepreneurs,business
611,mau belajar apa,Learn How To Pitch And Find Your Business Investor,entrepreneurs,business
612,mau belajar apa,(10 Sessions) Learn About Digital Marketing Full Stack,entrepreneurs,business
613,mau belajar apa,(2 Sessions) (2 Days Webinar) Introduction To Digital Marketing with Jourdan Kamal,entrepreneurs,business
614,mau belajar apa,Learn How To Set Your Price And Manage Your Sales Distribution,entrepreneurs,business
615,mau belajar apa,(2 Sessions) (2 Days Webinar) Introduction To Digital Marketing with Jourdan Kamal,startup,teknologi
616,mau belajar apa,(2 Sessions) (2 Days Webinar Masterclass) Increase Your Brand Presence & Sales With Instagram Marketing,startup,teknologi
617,mau belajar apa,(20 Sessions) Learn All About Fashion Design And Pattern Making,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
618,mau belajar apa,"(Afternoon Session) Learn About Haute Couture Pattern Making, Sewing & Draping",inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
619,mau belajar apa,Learn How to Make Your Own Futuristic Cropped Jacket,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
620,mau belajar apa,(10 Sessions) Learn About Video Production,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
621,mau belajar apa,Learn How To Make Bow Tie Dress,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
622,mau belajar apa,(Afternoon Session) Learn How To Make Your Own Custom Size Dress & Beading Technique,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
623,mau belajar apa,(Webinar) Learn All About Lighting Theory And Its Application for Photography And Videography,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
624,mau belajar apa,Learn The Basic Of Colorful Brush Pen Lettering,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
625,mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
626,mau belajar apa,(Morning Session) Learn How To Make Your Own Custom Size Dress & Beading Technique,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
627,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
628,mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
629,mau belajar apa,Learn The Basic Of Small Brush Pen Lettering,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
630,mau belajar apa,Belajar Teknik Menjahit Payet Tabur,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
631,mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
632,mau belajar apa,"(Morning Session) Learn About Haute Couture Pattern Making, Sewing & Draping",inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
633,mau belajar apa,Learn The Basic Of Photography With Adi Sabadirman,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
634,mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
635,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Videografer,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
636,mau belajar apa,Learn How to Make Wrapped Dress,inilah-beberapa-hobi-yang-bisa-menghasilkan,pengembangan-diri
637,mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,office-productivity,pengembangan-diri
638,mau belajar apa,Belajar Menyusun Presentasi Kreatif dan Menarik,office-productivity,pengembangan-diri
639,mau belajar apa,(6 Sessions) Belajar Mendesain Presentasi yang Efektif dan Atraktif [Full Pack/6 Sessions],office-productivity,pengembangan-diri
640,mau belajar apa,Belajar Microsoft Excel untuk Pemula,office-productivity,pengembangan-diri
641,mau belajar apa,(64 Sessions) (64 Days Class) Belajar Menjadi Seorang Profesional Muda Siap Kerja,office-productivity,pengembangan-diri
642,mau belajar apa,Learn How To Releasing Negativity And Embracing Optimism,office-productivity,pengembangan-diri
643,mau belajar apa,Belajar Meyakinkan Orang Lain dengan Penggunaan Presentasi yang Kreatif,office-productivity,pengembangan-diri
644,mau belajar apa,(2 Sessions) Belajar Bagaimana Membangun Hubungan dengan Audiens,office-productivity,pengembangan-diri
645,mau belajar apa,Learn How To Make Stunning Outer,pattern-design,art
646,mau belajar apa,Learn How To Apply Shibori on T-Shirt,pattern-design,art
647,mau belajar apa,Learn How to Make Your Own Culotte Pants,pattern-design,art
648,mau belajar apa,Learn How To Make Bow Tie Dress,pattern-design,art
649,mau belajar apa,Learn How To Make Abaya from Scratch,pattern-design,art
650,mau belajar apa,Learn How To Apply Ecoprint On Tote Bag,pattern-design,art
651,mau belajar apa,Learn How to Make Your Own Futuristic Cropped Jacket,pattern-design,art
652,mau belajar apa,Learn How to Make Wrapped Dress,pattern-design,art
653,mau belajar apa,Belajar Trik Sukses Jualan Online dengan Iklan Facebook dan Instagram Dengan Albert Leonardo (Beginner),facebook-marketing,business
654,mau belajar apa,Belajar Menyusun Facebook Ads,facebook-marketing,business
655,mau belajar apa,Belajar Pengetahuan Dasar Facebook dan Instagram Ads,facebook-marketing,business
656,mau belajar apa,Learn How To Master Facebook Ads To Get More Sales Only In 1 Day,facebook-marketing,business
657,mau belajar apa,(3 Sessions) Belajar Strategi Mendatangkan Konsumen Melalui Facebook Dan Instagram,facebook-marketing,business
658,mau belajar apa,Belajar Mengembangkan Bisnis Lewat Iklan Media Sosial,facebook-marketing,business
659,mau belajar apa,(Weekly Webinar Class) Belajar Cara Mendatangkan Konsumen Melalui Facebook Dan Instagram,facebook-marketing,business
660,mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,bored-on-the-weekend,pengembangan-diri
661,mau belajar apa,Belajar Membuat Aneka Cream Soup,bored-on-the-weekend,pengembangan-diri
662,mau belajar apa,Learn How To Make Tres Le Ches Cake,bored-on-the-weekend,pengembangan-diri
663,mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,bored-on-the-weekend,pengembangan-diri
664,mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,bored-on-the-weekend,pengembangan-diri
665,mau belajar apa,Belajar Membuat Salmon Lodeh Dan Dory Sambal Matah (Fish Galore),bored-on-the-weekend,pengembangan-diri
666,mau belajar apa,Learn How To Make Centerpiece,bored-on-the-weekend,pengembangan-diri
667,mau belajar apa,Learn How To Make Sauerkraut (Fermented Cabbage),bored-on-the-weekend,pengembangan-diri
668,mau belajar apa,Learn How To Make Stencil Painting On Hoodie Jacket,bored-on-the-weekend,pengembangan-diri
669,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),coffee,pengembangan-diri
670,mau belajar apa,Belajar Wirausaha Kedai Kopi Susu Kekinian Dengan Modal Minim,coffee,pengembangan-diri
671,mau belajar apa,Belajar Meraih Penghasilan 10 Juta Pertama Melalui Instagram,social-media,business
672,mau belajar apa,Belajar Trik Sukses Jualan Online dengan Iklan Facebook dan Instagram Dengan Albert Leonardo (Beginner),social-media,business
673,mau belajar apa,Belajar Jualan Online & Meningkatkan Penjualan di Social Media,social-media,business
674,mau belajar apa,Belajar Menulis untuk Pemula,social-media,business
675,mau belajar apa,Belajar Penulisan Konten Kreatif dan Konten untuk Keperluan Bisnis,social-media,business
676,mau belajar apa,Belajar Mengembangkan Bisnis Lewat Iklan Media Sosial,social-media,business
677,mau belajar apa,(Weekly Webinar Class) Belajar Cara Mendatangkan Konsumen Melalui Facebook Dan Instagram,social-media,business
678,mau belajar apa,(Livestream) Learn How To Maximize Instagram To Boost Your Sales,social-media,business
679,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),hospitality,pengembangan-diri
680,mau belajar apa,Learn All About Academic English IELTS (Digital Learning),personal-development,pengembangan-diri
681,mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),personal-development,pengembangan-diri
682,mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,personal-development,pengembangan-diri
683,mau belajar apa,Belajar Cara Bicara Profesional (Via Telepon dan Pesan Tulisan),personal-development,pengembangan-diri
684,mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),personal-development,pengembangan-diri
685,mau belajar apa,(2 Sessions) (Webinar) Learn About Developing Emotional Intelligence,personal-development,pengembangan-diri
686,mau belajar apa,Learn All About Writing for Business (Digital Learning),personal-development,pengembangan-diri
687,mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),personal-development,pengembangan-diri
688,mau belajar apa,Belajar Membuat Kalung Mermaid Dari Air-Dry Clay,clay-ceramic,art
689,mau belajar apa,Learn The Basic Of Clay Sculpting,clay-ceramic,art
690,mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,business-bisnis,business
691,mau belajar apa,(2 Sessions) (Jourdan pending class Online) Belajar Pendanaan Bisnis (DRAFT),business-bisnis,business
692,mau belajar apa,Belajar Menulis untuk Pemula,business-bisnis,business
693,mau belajar apa,Learn All About Writing for Business (Digital Learning),business-bisnis,business
694,mau belajar apa,Learn About How Can Service Industry Survive? (Surviving Covid19),business-bisnis,business
695,mau belajar apa,(2 Sessions) Learn How To Earn Funding For Your Business (BSP V) (Jakarta Area),business-bisnis,business
696,mau belajar apa,(3 Sessions) Belajar Dasar Digital Marketing: Membuat Kampanye dan Memilih Media yang Tepat,business-bisnis,business
697,mau belajar apa,(2 Sessions) Learn How To Earn Funding For Your Business (BSP V) (Bandung Area),business-bisnis,business
698,mau belajar apa,(Webinar) Learn Legal Management for Your Business,business-bisnis,business
699,mau belajar apa,(Jourdan pending class Online) Belajar Pengaturan Hukum untuk Bisnismu (DRAFT),business-bisnis,business
700,mau belajar apa,Belajar Membentuk Kualitas Pelayanan yang Prima,business-bisnis,business
701,mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,business-bisnis,business
702,mau belajar apa,(Livestream) Learn How To Maximize Instagram To Boost Your Sales,business-bisnis,business
703,mau belajar apa,Belajar Trik Sukses Jualan Online dengan Iklan Facebook dan Instagram Dengan Albert Leonardo (Beginner),business-bisnis,business
704,mau belajar apa,(2 Sessions) (Webinar) Learn How To Earn Funding For Your Business (BSP V),business-bisnis,business
705,mau belajar apa,Learn How To Validate Your Business To The Market,business-bisnis,business
706,mau belajar apa,Belajar Membuat Pengaturan Kerja Tim yang Efektif,business-bisnis,business
707,mau belajar apa,Belajar Trik SEO (Online),business-bisnis,business
708,mau belajar apa,Belajar Menjadi Wirausaha dan Mulai Berjualan dari Rumah,business-bisnis,business
709,mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),health-wellness,pengembangan-diri
710,mau belajar apa,Belajar Cara Melakukan CPR Bagi Kalangan Non Medis,health-wellness,pengembangan-diri
711,mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,health-wellness,pengembangan-diri
712,mau belajar apa,Learn The Fundamental of Calisthenics (ACT 1),health-wellness,pengembangan-diri
713,mau belajar apa,(2 Sessions) (2 Days Webinar) Introduction To Digital Marketing with Jourdan Kamal,where-to-start,pengembangan-diri
714,mau belajar apa,Learn How To Invest In Stock,investment,business
715,mau belajar apa,(4 Sessions) (Bundling Package) Financial Literacy Series For Millennial 2020,investment,business
716,mau belajar apa,Learn How To Pitch And Find Your Business Investor,investment,business
717,mau belajar apa,Learn How To Make Natural Soap,soap-making,pengembangan-diri
718,mau belajar apa,Learn The Basic of Cold Process Soap Making with Natural Ingredients,soap-making,pengembangan-diri
719,mau belajar apa,Belajar Membuat Sabun Alami Dari Jus Segar,soap-making,pengembangan-diri
720,mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,workshop,pengembangan-diri
721,mau belajar apa,Learn All About Academic English IELTS (Digital Learning),workshop,pengembangan-diri
722,mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),workshop,pengembangan-diri
723,mau belajar apa,(Webinar) Learn Legal Management for Your Business,workshop,pengembangan-diri
724,mau belajar apa,(Jourdan pending class Online) Belajar Pengaturan Hukum untuk Bisnismu (DRAFT),workshop,pengembangan-diri
725,mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),workshop,pengembangan-diri
726,mau belajar apa,Learn All About Writing for Business (Digital Learning),workshop,pengembangan-diri
727,mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),workshop,pengembangan-diri
728,mau belajar apa,(6 Sessions) (Online Class) Learn How To Make Wire Necklace (6 Days Session),jewelry-making,fashion
729,mau belajar apa,Learn How To Make Your Own Handmade Earing,jewelry-making,fashion
730,mau belajar apa,Learn How To Create Fresh Flower Bouquet Arrangement,home-living,pengembangan-diri
731,mau belajar apa,Learn How To Make Korean Style Bouquet,home-living,pengembangan-diri
732,mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,home-living,pengembangan-diri
733,mau belajar apa,Learn How To Make Centerpiece,home-living,pengembangan-diri
734,mau belajar apa,Belajar Keterampilan Menulis untuk Produk dan Iklan,creative-writing-menulis,business
735,mau belajar apa,(8 Sessions) Belajar Menulis dan Berpikir Kreatif: Karya Menulis Pendek Bersama Ayu Utami,creative-writing-menulis,business
736,mau belajar apa,Belajar Serba-Serbi Penulisan,creative-writing-menulis,business
737,mau belajar apa,(8 Sessions) Belajar Menulis dan Berpikir Kreatif: Karya Panjang Bersama Ayu Utami,creative-writing-menulis,business
738,mau belajar apa,(64 Sessions) (64 Days Class) Belajar Menjadi Seorang Profesional Muda Siap Kerja,customer-service,business
739,mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Front Liners,customer-service,business
740,mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Customer Service,customer-service,business
741,mau belajar apa,(4 Sessions) Belajar Menciptakan Pelayanan Unggul untuk Mencapai Kepuasan Pelanggan,customer-service,business
742,mau belajar apa,Learn How To Maintain Customer Relationship & Manage Big Data,customer-service,business
743,mau belajar apa,Belajar Membentuk Kualitas Pelayanan yang Prima,customer-service,business
744,mau belajar apa,(2 Sessions) Learn All About Fundamental Design Sprint,ui-ux,teknologi
745,mau belajar apa,(8 Sessions) Learn About User Experience (UX),ui-ux,teknologi
746,mau belajar apa,(Livestream) Learn How To Become A UX Designer,ui-ux,teknologi
747,mau belajar apa,(Livestream) Learn The Introduction to User Experience Design,ui-ux,teknologi
748,mau belajar apa,Learn All About Academic English IELTS (Digital Learning),personal-communication,pengembangan-diri
749,mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),personal-communication,pengembangan-diri
750,mau belajar apa,(12 Sessions) Belajar Bahasa Jepang Praktis,personal-communication,pengembangan-diri
751,mau belajar apa,Belajar Cara Bicara Profesional (Via Telepon dan Pesan Tulisan),personal-communication,pengembangan-diri
752,mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),personal-communication,pengembangan-diri
753,mau belajar apa,Learn All About Writing for Business (Digital Learning),personal-communication,pengembangan-diri
754,mau belajar apa,(5 Sessions) (Webinar) Learn All About Master of Ceremony for College Student,personal-communication,pengembangan-diri
755,mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),personal-communication,pengembangan-diri
756,mau belajar apa,Learn All About Academic English IELTS (Digital Learning),english,pengembangan-diri
757,mau belajar apa,Learn All About Vocabulary Builder (Digital Learning),english,pengembangan-diri
758,mau belajar apa,(9 Sessions) Belajar Bahasa Inggris Praktis untuk Pelaku Pariwisata dan Jasa (Kelas Pagi),english,pengembangan-diri
759,mau belajar apa,Learn All About Pronunciation Practice (Digital Learning),english,pengembangan-diri
760,mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Front Liners,english,pengembangan-diri
761,mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Customer Service,english,pengembangan-diri
762,mau belajar apa,Learn All About Writing for Business (Digital Learning),english,pengembangan-diri
763,mau belajar apa,Learn All About Academic English TOEIC (Digital Learning),english,pengembangan-diri
764,mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,healthy-food,pengembangan-diri
765,mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),healthy-food,pengembangan-diri
766,mau belajar apa,Belajar Membuat Aneka Olahan Yogurt,beverage,pengembangan-diri
767,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),beverage,pengembangan-diri
768,mau belajar apa,Belajar Wirausaha Kedai Kopi Susu Kekinian Dengan Modal Minim,beverage,pengembangan-diri
769,mau belajar apa,Learn How To Create Fresh Flower Bouquet Arrangement,lifestyle,pengembangan-diri
770,mau belajar apa,Learn How To Make Korean Style Bouquet,lifestyle,pengembangan-diri
771,mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,lifestyle,pengembangan-diri
772,mau belajar apa,Learn How To Make Centerpiece,lifestyle,pengembangan-diri
773,mau belajar apa,Learn How To Paint On Canvas With Acrylic,maubelajarapa.com,pengembangan-diri
774,mau belajar apa,Learn How To Paint Impressionism (Watercolor Painting),maubelajarapa.com,pengembangan-diri
775,mau belajar apa,Learn How To Draw 3-Dimensional Sketch,maubelajarapa.com,pengembangan-diri
776,mau belajar apa,Learn How to Custom Paint Sneakers,maubelajarapa.com,pengembangan-diri
777,mau belajar apa,(Acrylic Painting) Learn How To Paint Deer,maubelajarapa.com,pengembangan-diri
778,mau belajar apa,Learn How To Make Stencil Painting On Hoodie Jacket,maubelajarapa.com,pengembangan-diri
779,mau belajar apa,Belajar Membuat Aneka Cream Soup,cooking,pengembangan-diri
780,mau belajar apa,Belajar Membuat Salmon Lodeh Dan Dory Sambal Matah (Fish Galore),cooking,pengembangan-diri
781,mau belajar apa,Learn How To Make 3D Rillakkuma Rice Cake,cooking,pengembangan-diri
782,mau belajar apa,Learn How To Make Sauerkraut (Fermented Cabbage),cooking,pengembangan-diri
783,mau belajar apa,Belajar Memulai Usaha Sajian Sehat Salada Kacang (Healthy Peanut Salad) Dengan Chef Hadi,cooking,pengembangan-diri
784,mau belajar apa,Learn How To Make Your Own Handmade Earing,fashion-accessories,fashion
785,mau belajar apa,Belajar Membuat Payet Tabur,fashion-accessories,fashion
786,mau belajar apa,Belajar Akuntasi Dasar dan Perencanaan Finansial,finance,business
787,mau belajar apa,Belajar Akuntansi Dasar dan Pencatatan Transaksi Bisnis,finance,business
788,mau belajar apa,Learn How To Understand Your Business Finance & Project Your Business Growth,finance,business
789,mau belajar apa,Belajar Menghitung dan Membuat Laporan Arus Kas,finance,business
790,mau belajar apa,Belajar Menghitung Biaya dan Membuat Laporan Keuangan,finance,business
791,mau belajar apa,Belajar Manajemen Arus Kas untuk Bisnis Kecil,finance,business
792,mau belajar apa,(2 Sessions) (Jourdan pending class Online) Belajar Pendanaan Bisnis (DRAFT),finance,business
793,mau belajar apa,"Belajar Berasuransi dengan Efektif, Cash Flow pun Aman",finance,business
794,mau belajar apa,Learn How To Paint Impressionism (Watercolor Painting),watercolor,art
795,mau belajar apa,Learn How To Draw 3-Dimensional Sketch,analytics,teknologi
796,mau belajar apa,Learn The Secrets of Google Analytics and Its Weapons Only in 1 Day,analytics,teknologi
797,mau belajar apa,Belajar Mengenai Google Ads & Google Analytics,analytics,teknologi
798,mau belajar apa,Belajar Penggunaan Google Analytics,analytics,teknologi
799,mau belajar apa,(5 Sessions) Belajar Menyusun Value Proposition Canvas untuk Mengembangkan Bisnis Kuliner,business-product-development,business
800,mau belajar apa,Learn How to Understand the Problem by Design Thinking,business-product-development,business
801,mau belajar apa,(5 Sessions) Belajar Design Thinking untuk Manajemen Staff Bisnis Makanan,business-product-development,business
802,mau belajar apa,Belajar Design Thinking untuk Memulai Sebuah Bisnis,business-product-development,business
803,mau belajar apa,Learn How To Create Fresh Flower Bouquet Arrangement,flowers,art
804,mau belajar apa,Learn How To Make Korean Style Bouquet,flowers,art
805,mau belajar apa,(2 Sessions) (Bunding Package) Learn How To Make Korean Bouquet And Centerpiece,flowers,art
806,mau belajar apa,Learn How To Make Centerpiece,flowers,art
807,mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,IT,teknologi
808,mau belajar apa,(14 Sessions) Learn All About Data Visualization Specialization (Day Class),IT,teknologi
809,mau belajar apa,(30 Sessions) Learn All About Machine Learning Specialization (Day Class),IT,teknologi
810,mau belajar apa,Belajar Membuat Website HTML And CSS,IT,teknologi
811,mau belajar apa,Learn How To Create A Heart-Winning Website By Using Blogger Only In 1 Day,IT,teknologi
812,mau belajar apa,Belajar Membuat Website Lewat Blogger,IT,teknologi
813,mau belajar apa,(Livestream) Learn The Introduction To Deep Learning Of Statistics And Data Analysis,IT,teknologi
814,mau belajar apa,Learn How To Create And Grow Your Own Website Using Wordpress Only In 1 Day,IT,teknologi
815,mau belajar apa,Belajar Membuat Website Untuk Online Shopping (E-Commerce) menggunakan WordPress,IT,teknologi
816,mau belajar apa,(39 Sessions) (Regular Class) Learn All About Data Visualization And Machine Learning Specialization (Day Class),IT,teknologi
817,mau belajar apa,(Livestream) Learn The Introduction to User Experience Design,IT,teknologi
818,mau belajar apa,Belajar SEO Dasar Untuk Pemula,IT,teknologi
819,mau belajar apa,(Livestream) Learn The Essential Coding Interview Questions That You Need To Know,IT,teknologi
820,mau belajar apa,(Livestream) Learn How To Become A UX Designer,IT,teknologi
821,mau belajar apa,(Livestream) Learn How Big Data And AI Can Help Against COVID 19,IT,teknologi
822,mau belajar apa,(LiveStream) Learn How To Code With HTML and CSS,IT,teknologi
823,mau belajar apa,Learn How To Master HTML And CSS Only In 1 Day,IT,teknologi
824,mau belajar apa,(Livestream) Learn The Introduction To Data Science,IT,teknologi
825,mau belajar apa,(20 Sessions) (Masterclass For Apps Developer) Learn How To Build IOS Apps From Zero To Pro,IT,teknologi
826,mau belajar apa,(Livestream) Learn How To Create A Creative Innovation For Startup Business,startup,teknologi
827,mau belajar apa,Learn How To Develop Your Business Plan And Path,startup,teknologi
828,mau belajar apa,(Live Stream) Learn How Startup Can Survive During COVID-19 Pandemic,startup,teknologi
829,mau belajar apa,Learn How to Build Brand Strategy,startup,teknologi
830,mau belajar apa,Belajar Cara Mengembangkan Bisnis dengan Strategis,startup,teknologi
831,mau belajar apa,Learn How To Validate Your Business To The Market,startup,teknologi
832,mau belajar apa,Learn How to Prototype Your Business,startup,teknologi
833,mau belajar apa,Belajar Menjadi Wirausaha dan Mulai Berjualan dari Rumah,startup,teknologi
834,mau belajar apa,(3 Sessions) Belajar Cara Meningkatkan Kepercayaan Diri dalam Dunia Profesional,leadership,pengembangan-diri
835,mau belajar apa,Belajar Trik Pemberian Respons dan Masukan dengan Efektif,leadership,pengembangan-diri
836,mau belajar apa,Lean The Essentials Of Leading Across Generation,leadership,pengembangan-diri
837,mau belajar apa,Belajar Cara Membentuk Cara Kerja Efektif seorang Pemimpin,leadership,pengembangan-diri
838,mau belajar apa,(3 Sessions) Belajar Menemukan Karier yang Tepat,leadership,pengembangan-diri
839,mau belajar apa,(3 Sessions) Belajar Teknik Membangun Karisma dan Wibawa,leadership,pengembangan-diri
840,mau belajar apa,Belajar Pengembangan Kualitas Pemimpin,leadership,pengembangan-diri
841,mau belajar apa,Learn About Leadership 4.0,leadership,pengembangan-diri
842,mau belajar apa,Lean The Essentials Of Leading Across Generation,hr,business
843,mau belajar apa,Learn How To Develop And Manage Your Business Team,hr,business
844,mau belajar apa,Learn How To Coach Employees To Maximum Achievement,hr,business
845,mau belajar apa,(4 Sessions) Belajar Bahasa Inggris untuk Pekerja Human Resource,hr,business
846,mau belajar apa,(5 Sessions) Belajar Keterampilan Bekerjasama untuk Staff Human Resources di Bisnis Makanan,hr,business
847,mau belajar apa,Learn The Fundamental of Calisthenics (ACT 1),sport-and-fitness,pengembangan-diri
848,mau belajar apa,Learn How To Understand Your Business Finance & Project Your Business Growth,management,business
849,mau belajar apa,(2 Sessions) Belajar Cara Mengelola Project Secara Professional,management,business
850,mau belajar apa,(64 Sessions) (64 Days Class) Belajar Menjadi Seorang Profesional Muda Siap Kerja,management,business
851,mau belajar apa,(5 Sessions) Belajar Manajemen Dapur,management,business
852,mau belajar apa,Learn About Leadership 4.0,management,business
853,mau belajar apa,Belajar Membentuk Kualitas Pelayanan yang Prima,management,business
854,mau belajar apa,Belajar Membuat Pengaturan Kerja Tim yang Efektif,management,business
855,mau belajar apa,Learn About How Can Service Industry Survive? (Surviving Covid19),management,business
856,mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,fnb-hospitality,pengembangan-diri
857,mau belajar apa,Belajar Pengetahuan Dasar Menjadi Seorang Barista (Peracik Kopi),fnb-hospitality,pengembangan-diri
858,mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,fnb-hospitality,pengembangan-diri
859,mau belajar apa,(5 Sessions) Belajar Manajemen Dapur,fnb-hospitality,pengembangan-diri
860,mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,fnb-hospitality,pengembangan-diri
861,mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,fnb-hospitality,pengembangan-diri
862,mau belajar apa,Belajar Memulai Usaha Sajian Sehat Salada Kacang (Healthy Peanut Salad) Dengan Chef Hadi,fnb-hospitality,pengembangan-diri
863,mau belajar apa,Belajar Membuat Kroket Ayam Keju yang Mudah dan Siap untuk Dijual Dengan Chef Yongki,fnb-hospitality,pengembangan-diri
864,mau belajar apa,Learn The Basic Of Colorful Brush Pen Lettering,calligraphy-and-lettering,art
865,mau belajar apa,Learn The Basic Of Small Brush Pen Lettering,calligraphy-and-lettering,art
866,mau belajar apa,Belajar SEO Dasar Untuk Pemula,content-writing,business
867,mau belajar apa,(4 Sessions) Belajar Teknik Penulisan Iklan di Platform Digital,content-writing,business
868,mau belajar apa,Belajar Membuat Website Untuk Online Shopping (E-Commerce) menggunakan WordPress,content-writing,business
869,mau belajar apa,Belajar Keterampilan Menulis untuk Produk dan Iklan,content-writing,business
870,mau belajar apa,(3 Sessions) Belajar Membuat Storyboard Sketches,content-writing,business
871,mau belajar apa,Belajar Menulis untuk Pemula,content-writing,business
872,mau belajar apa,Belajar Penulisan Konten Kreatif dan Konten untuk Keperluan Bisnis,content-writing,business
873,mau belajar apa,Belajar Penulisan Komersil di Media Digital,content-writing,business
874,mau belajar apa,Learn How To Apply Shibori on T-Shirt,craft,art
875,mau belajar apa,Learn How To Make Your Own Handmade Earing,craft,art
876,mau belajar apa,(6 Sessions) (Online Class) Learn How To Make Wire Necklace (6 Days Session),craft,art
877,mau belajar apa,Learn How To Make Japanese Binding Notebook,craft,art
878,mau belajar apa,Belajar Membuat Kalung Mermaid Dari Air-Dry Clay,craft,art
879,mau belajar apa,Learn How to Make Crochet Coaster,craft,art
